month,term,value,category,monthNum
2015-01-01T05:00Z,Addiction,71.82,mental health,1420088400000
2015-02-01T05:00Z,Addiction,47.67,mental health,1422766800000
2015-03-01T05:00Z,Addiction,82.47,mental health,1425186000000
2015-04-01T04:00Z,Addiction,70.44,mental health,1427860800000
2015-05-01T04:00Z,Addiction,68.13,mental health,1430452800000
2015-06-01T04:00Z,Addiction,75.94,mental health,1433131200000
2015-07-01T04:00Z,Addiction,94.9,mental health,1435723200000
2015-08-01T04:00Z,Addiction,55.22,mental health,1438401600000
2015-09-01T04:00Z,Addiction,73.72,mental health,1441080000000
2015-10-01T04:00Z,Addiction,68.13,mental health,1443672000000
2015-11-01T04:00Z,Addiction,89.64,mental health,1446350400000
2015-12-01T05:00Z,Addiction,50.77,mental health,1448946000000
2016-01-01T05:00Z,Addiction,55.84,mental health,1451624400000
2016-02-01T05:00Z,Addiction,93.09,mental health,1454302800000
2016-03-01T05:00Z,Addiction,96.17,mental health,1456808400000
2016-04-01T04:00Z,Addiction,86.75,mental health,1459483200000
2016-05-01T04:00Z,Addiction,67.31,mental health,1462075200000
2016-06-01T04:00Z,Addiction,55.8,mental health,1464753600000
2016-07-01T04:00Z,Addiction,61.74,mental health,1467345600000
2016-08-01T04:00Z,Addiction,47.48,mental health,1470024000000
2016-09-01T04:00Z,Addiction,52.51,mental health,1472702400000
2016-10-01T04:00Z,Addiction,64.24,mental health,1475294400000
2016-11-01T04:00Z,Addiction,86.95,mental health,1477972800000
2016-12-01T05:00Z,Addiction,60.6,mental health,1480568400000
2017-01-01T05:00Z,Addiction,100,mental health,1483246800000
2017-02-01T05:00Z,Addiction,63.3,mental health,1485925200000
2017-03-01T05:00Z,Addiction,53.29,mental health,1488344400000
2017-04-01T04:00Z,Addiction,62.52,mental health,1491019200000
2017-05-01T04:00Z,Addiction,88.66,mental health,1493611200000
2017-06-01T04:00Z,Addiction,70.1,mental health,1496289600000
2017-07-01T04:00Z,Addiction,83.07,mental health,1498881600000
2017-08-01T04:00Z,Addiction,82.9,mental health,1501560000000
2017-09-01T04:00Z,Addiction,65.3,mental health,1504238400000
2017-10-01T04:00Z,Addiction,64.13,mental health,1506830400000
2017-11-01T04:00Z,Addiction,46.01,mental health,1509508800000
2017-12-01T05:00Z,Addiction,57.89,mental health,1512104400000
2018-01-01T05:00Z,Addiction,73.97,mental health,1514782800000
2018-02-01T05:00Z,Addiction,79.48,mental health,1517461200000
2018-03-01T05:00Z,Addiction,65.41,mental health,1519880400000
2018-04-01T04:00Z,Addiction,60.32,mental health,1522555200000
2018-05-01T04:00Z,Addiction,68.57,mental health,1525147200000
2018-06-01T04:00Z,Addiction,73.13,mental health,1527825600000
2018-07-01T04:00Z,Addiction,82.72,mental health,1530417600000
2018-08-01T04:00Z,Addiction,88.19,mental health,1533096000000
2018-09-01T04:00Z,Addiction,51.04,mental health,1535774400000
2018-10-01T04:00Z,Addiction,56.16,mental health,1538366400000
2018-11-01T04:00Z,Addiction,71.51,mental health,1541044800000
2018-12-01T05:00Z,Addiction,58.31,mental health,1543640400000
2019-01-01T05:00Z,Addiction,71.08,mental health,1546318800000
2019-02-01T05:00Z,Addiction,89.68,mental health,1548997200000
2019-03-01T05:00Z,Addiction,80.55,mental health,1551416400000
2019-04-01T04:00Z,Addiction,75.41,mental health,1554091200000
2019-05-01T04:00Z,Addiction,77.29,mental health,1556683200000
2019-06-01T04:00Z,Addiction,65.12,mental health,1559361600000
2019-07-01T04:00Z,Addiction,68.36,mental health,1561953600000
2019-08-01T04:00Z,Addiction,72.93,mental health,1564632000000
2019-09-01T04:00Z,Addiction,69.42,mental health,1567310400000
2019-10-01T04:00Z,Addiction,68.24,mental health,1569902400000
2019-11-01T04:00Z,Addiction,85.57,mental health,1572580800000
2019-12-01T05:00Z,Addiction,60.76,mental health,1575176400000
2020-01-01T05:00Z,Addiction,50.27,mental health,1577854800000
2020-02-01T05:00Z,Addiction,56.12,mental health,1580533200000
2020-03-01T05:00Z,Addiction,47.9,mental health,1583038800000
2020-04-01T04:00Z,Addiction,59.31,mental health,1585713600000
2020-05-01T04:00Z,Addiction,72.45,mental health,1588305600000
2020-06-01T04:00Z,Addiction,78.41,mental health,1590984000000
2020-07-01T04:00Z,Addiction,58.33,mental health,1593576000000
2020-08-01T04:00Z,Addiction,56.91,mental health,1596254400000
2020-09-01T04:00Z,Addiction,69.71,mental health,1598932800000
2020-10-01T04:00Z,Addiction,47.15,mental health,1601524800000
2020-11-01T04:00Z,Addiction,58.93,mental health,1604203200000
2020-12-01T05:00Z,Addiction,51.84,mental health,1606798800000
2021-01-01T05:00Z,Addiction,47.61,mental health,1609477200000
2021-02-01T05:00Z,Addiction,58.91,mental health,1612155600000
2021-03-01T05:00Z,Addiction,50.41,mental health,1614574800000
2021-04-01T04:00Z,Addiction,62.5,mental health,1617249600000
2021-05-01T04:00Z,Addiction,0,mental health,1619841600000
2015-01-01T05:00Z,ADHD,48.01,mental health,1420088400000
2015-02-01T05:00Z,ADHD,36.86,mental health,1422766800000
2015-03-01T05:00Z,ADHD,46.86,mental health,1425186000000
2015-04-01T04:00Z,ADHD,62.38,mental health,1427860800000
2015-05-01T04:00Z,ADHD,46.93,mental health,1430452800000
2015-06-01T04:00Z,ADHD,34.25,mental health,1433131200000
2015-07-01T04:00Z,ADHD,50.24,mental health,1435723200000
2015-08-01T04:00Z,ADHD,29.88,mental health,1438401600000
2015-09-01T04:00Z,ADHD,61.46,mental health,1441080000000
2015-10-01T04:00Z,ADHD,49.16,mental health,1443672000000
2015-11-01T04:00Z,ADHD,56.95,mental health,1446350400000
2015-12-01T05:00Z,ADHD,66.57,mental health,1448946000000
2016-01-01T05:00Z,ADHD,48.57,mental health,1451624400000
2016-02-01T05:00Z,ADHD,50.38,mental health,1454302800000
2016-03-01T05:00Z,ADHD,57.35,mental health,1456808400000
2016-04-01T04:00Z,ADHD,52.41,mental health,1459483200000
2016-05-01T04:00Z,ADHD,54.64,mental health,1462075200000
2016-06-01T04:00Z,ADHD,40.27,mental health,1464753600000
2016-07-01T04:00Z,ADHD,27.65,mental health,1467345600000
2016-08-01T04:00Z,ADHD,45.55,mental health,1470024000000
2016-09-01T04:00Z,ADHD,88.65,mental health,1472702400000
2016-10-01T04:00Z,ADHD,45.63,mental health,1475294400000
2016-11-01T04:00Z,ADHD,72.23,mental health,1477972800000
2016-12-01T05:00Z,ADHD,53.95,mental health,1480568400000
2017-01-01T05:00Z,ADHD,75.16,mental health,1483246800000
2017-02-01T05:00Z,ADHD,67.44,mental health,1485925200000
2017-03-01T05:00Z,ADHD,77.87,mental health,1488344400000
2017-04-01T04:00Z,ADHD,58.44,mental health,1491019200000
2017-05-01T04:00Z,ADHD,39.81,mental health,1493611200000
2017-06-01T04:00Z,ADHD,61.78,mental health,1496289600000
2017-07-01T04:00Z,ADHD,38.53,mental health,1498881600000
2017-08-01T04:00Z,ADHD,48.94,mental health,1501560000000
2017-09-01T04:00Z,ADHD,68.6,mental health,1504238400000
2017-10-01T04:00Z,ADHD,98.17,mental health,1506830400000
2017-11-01T04:00Z,ADHD,74.7,mental health,1509508800000
2017-12-01T05:00Z,ADHD,51.54,mental health,1512104400000
2018-01-01T05:00Z,ADHD,67.03,mental health,1514782800000
2018-02-01T05:00Z,ADHD,52.23,mental health,1517461200000
2018-03-01T05:00Z,ADHD,89.43,mental health,1519880400000
2018-04-01T04:00Z,ADHD,72.01,mental health,1522555200000
2018-05-01T04:00Z,ADHD,54.23,mental health,1525147200000
2018-06-01T04:00Z,ADHD,23.17,mental health,1527825600000
2018-07-01T04:00Z,ADHD,51.43,mental health,1530417600000
2018-08-01T04:00Z,ADHD,47.73,mental health,1533096000000
2018-09-01T04:00Z,ADHD,100,mental health,1535774400000
2018-10-01T04:00Z,ADHD,93.94,mental health,1538366400000
2018-11-01T04:00Z,ADHD,76.46,mental health,1541044800000
2018-12-01T05:00Z,ADHD,51.64,mental health,1543640400000
2019-01-01T05:00Z,ADHD,82.42,mental health,1546318800000
2019-02-01T05:00Z,ADHD,68.34,mental health,1548997200000
2019-03-01T05:00Z,ADHD,95.35,mental health,1551416400000
2019-04-01T04:00Z,ADHD,59.79,mental health,1554091200000
2019-05-01T04:00Z,ADHD,82.76,mental health,1556683200000
2019-06-01T04:00Z,ADHD,47.3,mental health,1559361600000
2019-07-01T04:00Z,ADHD,35.19,mental health,1561953600000
2019-08-01T04:00Z,ADHD,69.96,mental health,1564632000000
2019-09-01T04:00Z,ADHD,99.29,mental health,1567310400000
2019-10-01T04:00Z,ADHD,80.57,mental health,1569902400000
2019-11-01T04:00Z,ADHD,76.02,mental health,1572580800000
2019-12-01T05:00Z,ADHD,70.09,mental health,1575176400000
2020-01-01T05:00Z,ADHD,69.25,mental health,1577854800000
2020-02-01T05:00Z,ADHD,86.04,mental health,1580533200000
2020-03-01T05:00Z,ADHD,62.21,mental health,1583038800000
2020-04-01T04:00Z,ADHD,53.75,mental health,1585713600000
2020-05-01T04:00Z,ADHD,62.14,mental health,1588305600000
2020-06-01T04:00Z,ADHD,50.92,mental health,1590984000000
2020-07-01T04:00Z,ADHD,59.19,mental health,1593576000000
2020-08-01T04:00Z,ADHD,52.12,mental health,1596254400000
2020-09-01T04:00Z,ADHD,92.39,mental health,1598932800000
2020-10-01T04:00Z,ADHD,69.38,mental health,1601524800000
2020-11-01T04:00Z,ADHD,66.24,mental health,1604203200000
2020-12-01T05:00Z,ADHD,59.41,mental health,1606798800000
2021-01-01T05:00Z,ADHD,86.96,mental health,1609477200000
2021-02-01T05:00Z,ADHD,79.7,mental health,1612155600000
2021-03-01T05:00Z,ADHD,95.87,mental health,1614574800000
2021-04-01T04:00Z,ADHD,76.72,mental health,1617249600000
2021-05-01T04:00Z,ADHD,40.01,mental health,1619841600000
2015-01-01T05:00Z,Alcoholism,74.28,mental health,1420088400000
2015-02-01T05:00Z,Alcoholism,58.34,mental health,1422766800000
2015-03-01T05:00Z,Alcoholism,64.14,mental health,1425186000000
2015-04-01T04:00Z,Alcoholism,37.53,mental health,1427860800000
2015-05-01T04:00Z,Alcoholism,50.27,mental health,1430452800000
2015-06-01T04:00Z,Alcoholism,59.91,mental health,1433131200000
2015-07-01T04:00Z,Alcoholism,89.29,mental health,1435723200000
2015-08-01T04:00Z,Alcoholism,60.85,mental health,1438401600000
2015-09-01T04:00Z,Alcoholism,45.81,mental health,1441080000000
2015-10-01T04:00Z,Alcoholism,58.87,mental health,1443672000000
2015-11-01T04:00Z,Alcoholism,68.53,mental health,1446350400000
2015-12-01T05:00Z,Alcoholism,79.23,mental health,1448946000000
2016-01-01T05:00Z,Alcoholism,91.72,mental health,1451624400000
2016-02-01T05:00Z,Alcoholism,55.96,mental health,1454302800000
2016-03-01T05:00Z,Alcoholism,39.82,mental health,1456808400000
2016-04-01T04:00Z,Alcoholism,40.93,mental health,1459483200000
2016-05-01T04:00Z,Alcoholism,77.65,mental health,1462075200000
2016-06-01T04:00Z,Alcoholism,78.27,mental health,1464753600000
2016-07-01T04:00Z,Alcoholism,60.47,mental health,1467345600000
2016-08-01T04:00Z,Alcoholism,64.22,mental health,1470024000000
2016-09-01T04:00Z,Alcoholism,42.61,mental health,1472702400000
2016-10-01T04:00Z,Alcoholism,57.02,mental health,1475294400000
2016-11-01T04:00Z,Alcoholism,38.29,mental health,1477972800000
2016-12-01T05:00Z,Alcoholism,60.81,mental health,1480568400000
2017-01-01T05:00Z,Alcoholism,50.09,mental health,1483246800000
2017-02-01T05:00Z,Alcoholism,45.48,mental health,1485925200000
2017-03-01T05:00Z,Alcoholism,57.66,mental health,1488344400000
2017-04-01T04:00Z,Alcoholism,41,mental health,1491019200000
2017-05-01T04:00Z,Alcoholism,53.58,mental health,1493611200000
2017-06-01T04:00Z,Alcoholism,48.76,mental health,1496289600000
2017-07-01T04:00Z,Alcoholism,64.2,mental health,1498881600000
2017-08-01T04:00Z,Alcoholism,68.8,mental health,1501560000000
2017-09-01T04:00Z,Alcoholism,70.14,mental health,1504238400000
2017-10-01T04:00Z,Alcoholism,81.78,mental health,1506830400000
2017-11-01T04:00Z,Alcoholism,77.17,mental health,1509508800000
2017-12-01T05:00Z,Alcoholism,50.51,mental health,1512104400000
2018-01-01T05:00Z,Alcoholism,46.53,mental health,1514782800000
2018-02-01T05:00Z,Alcoholism,56.31,mental health,1517461200000
2018-03-01T05:00Z,Alcoholism,55.88,mental health,1519880400000
2018-04-01T04:00Z,Alcoholism,47.99,mental health,1522555200000
2018-05-01T04:00Z,Alcoholism,61.83,mental health,1525147200000
2018-06-01T04:00Z,Alcoholism,77.2,mental health,1527825600000
2018-07-01T04:00Z,Alcoholism,64.27,mental health,1530417600000
2018-08-01T04:00Z,Alcoholism,91.22,mental health,1533096000000
2018-09-01T04:00Z,Alcoholism,64.27,mental health,1535774400000
2018-10-01T04:00Z,Alcoholism,82.87,mental health,1538366400000
2018-11-01T04:00Z,Alcoholism,68.42,mental health,1541044800000
2018-12-01T05:00Z,Alcoholism,54.97,mental health,1543640400000
2019-01-01T05:00Z,Alcoholism,75.53,mental health,1546318800000
2019-02-01T05:00Z,Alcoholism,76.74,mental health,1548997200000
2019-03-01T05:00Z,Alcoholism,70.36,mental health,1551416400000
2019-04-01T04:00Z,Alcoholism,85.4,mental health,1554091200000
2019-05-01T04:00Z,Alcoholism,68.95,mental health,1556683200000
2019-06-01T04:00Z,Alcoholism,46.36,mental health,1559361600000
2019-07-01T04:00Z,Alcoholism,58.63,mental health,1561953600000
2019-08-01T04:00Z,Alcoholism,69.49,mental health,1564632000000
2019-09-01T04:00Z,Alcoholism,42.48,mental health,1567310400000
2019-10-01T04:00Z,Alcoholism,69.22,mental health,1569902400000
2019-11-01T04:00Z,Alcoholism,45.86,mental health,1572580800000
2019-12-01T05:00Z,Alcoholism,69.21,mental health,1575176400000
2020-01-01T05:00Z,Alcoholism,63.88,mental health,1577854800000
2020-02-01T05:00Z,Alcoholism,40.06,mental health,1580533200000
2020-03-01T05:00Z,Alcoholism,46.27,mental health,1583038800000
2020-04-01T04:00Z,Alcoholism,67.16,mental health,1585713600000
2020-05-01T04:00Z,Alcoholism,49.92,mental health,1588305600000
2020-06-01T04:00Z,Alcoholism,61.71,mental health,1590984000000
2020-07-01T04:00Z,Alcoholism,80.87,mental health,1593576000000
2020-08-01T04:00Z,Alcoholism,69.07,mental health,1596254400000
2020-09-01T04:00Z,Alcoholism,44.26,mental health,1598932800000
2020-10-01T04:00Z,Alcoholism,61.79,mental health,1601524800000
2020-11-01T04:00Z,Alcoholism,71.53,mental health,1604203200000
2020-12-01T05:00Z,Alcoholism,47.44,mental health,1606798800000
2021-01-01T05:00Z,Alcoholism,50.31,mental health,1609477200000
2021-02-01T05:00Z,Alcoholism,57.54,mental health,1612155600000
2021-03-01T05:00Z,Alcoholism,50.65,mental health,1614574800000
2021-04-01T04:00Z,Alcoholism,55.67,mental health,1617249600000
2021-05-01T04:00Z,Alcoholism,100,mental health,1619841600000
2015-01-01T05:00Z,Aleppo,0,location,1420088400000
2015-02-01T05:00Z,Aleppo,0,location,1422766800000
2015-03-01T05:00Z,Aleppo,0,location,1425186000000
2015-04-01T04:00Z,Aleppo,0,location,1427860800000
2015-05-01T04:00Z,Aleppo,0,location,1430452800000
2015-06-01T04:00Z,Aleppo,0,location,1433131200000
2015-07-01T04:00Z,Aleppo,0,location,1435723200000
2015-08-01T04:00Z,Aleppo,0,location,1438401600000
2015-09-01T04:00Z,Aleppo,0,location,1441080000000
2015-10-01T04:00Z,Aleppo,0,location,1443672000000
2015-11-01T04:00Z,Aleppo,0,location,1446350400000
2015-12-01T05:00Z,Aleppo,0,location,1448946000000
2016-01-01T05:00Z,Aleppo,0,location,1451624400000
2016-02-01T05:00Z,Aleppo,0,location,1454302800000
2016-03-01T05:00Z,Aleppo,0,location,1456808400000
2016-04-01T04:00Z,Aleppo,0,location,1459483200000
2016-05-01T04:00Z,Aleppo,0,location,1462075200000
2016-06-01T04:00Z,Aleppo,0,location,1464753600000
2016-07-01T04:00Z,Aleppo,0,location,1467345600000
2016-08-01T04:00Z,Aleppo,2.3,location,1470024000000
2016-09-01T04:00Z,Aleppo,3.36,location,1472702400000
2016-10-01T04:00Z,Aleppo,5.35,location,1475294400000
2016-11-01T04:00Z,Aleppo,10.78,location,1477972800000
2016-12-01T05:00Z,Aleppo,100,location,1480568400000
2017-01-01T05:00Z,Aleppo,2.96,location,1483246800000
2017-02-01T05:00Z,Aleppo,1.05,location,1485925200000
2017-03-01T05:00Z,Aleppo,2.84,location,1488344400000
2017-04-01T04:00Z,Aleppo,1.01,location,1491019200000
2017-05-01T04:00Z,Aleppo,0,location,1493611200000
2017-06-01T04:00Z,Aleppo,1.07,location,1496289600000
2017-07-01T04:00Z,Aleppo,0,location,1498881600000
2017-08-01T04:00Z,Aleppo,0,location,1501560000000
2017-09-01T04:00Z,Aleppo,0,location,1504238400000
2017-10-01T04:00Z,Aleppo,0,location,1506830400000
2017-11-01T04:00Z,Aleppo,0,location,1509508800000
2017-12-01T05:00Z,Aleppo,0,location,1512104400000
2018-01-01T05:00Z,Aleppo,0,location,1514782800000
2018-02-01T05:00Z,Aleppo,1.01,location,1517461200000
2018-03-01T05:00Z,Aleppo,0,location,1519880400000
2018-04-01T04:00Z,Aleppo,0,location,1522555200000
2018-05-01T04:00Z,Aleppo,0,location,1525147200000
2018-06-01T04:00Z,Aleppo,0,location,1527825600000
2018-07-01T04:00Z,Aleppo,0,location,1530417600000
2018-08-01T04:00Z,Aleppo,0,location,1533096000000
2018-09-01T04:00Z,Aleppo,0,location,1535774400000
2018-10-01T04:00Z,Aleppo,0,location,1538366400000
2018-11-01T04:00Z,Aleppo,0.93,location,1541044800000
2018-12-01T05:00Z,Aleppo,0,location,1543640400000
2019-01-01T05:00Z,Aleppo,0,location,1546318800000
2019-02-01T05:00Z,Aleppo,1.95,location,1548997200000
2019-03-01T05:00Z,Aleppo,0,location,1551416400000
2019-04-01T04:00Z,Aleppo,0.93,location,1554091200000
2019-05-01T04:00Z,Aleppo,0,location,1556683200000
2019-06-01T04:00Z,Aleppo,0,location,1559361600000
2019-07-01T04:00Z,Aleppo,0,location,1561953600000
2019-08-01T04:00Z,Aleppo,0,location,1564632000000
2019-09-01T04:00Z,Aleppo,0.88,location,1567310400000
2019-10-01T04:00Z,Aleppo,0,location,1569902400000
2019-11-01T04:00Z,Aleppo,0,location,1572580800000
2019-12-01T05:00Z,Aleppo,0,location,1575176400000
2020-01-01T05:00Z,Aleppo,0,location,1577854800000
2020-02-01T05:00Z,Aleppo,0,location,1580533200000
2020-03-01T05:00Z,Aleppo,0,location,1583038800000
2020-04-01T04:00Z,Aleppo,0,location,1585713600000
2020-05-01T04:00Z,Aleppo,0,location,1588305600000
2020-06-01T04:00Z,Aleppo,0,location,1590984000000
2020-07-01T04:00Z,Aleppo,0,location,1593576000000
2020-08-01T04:00Z,Aleppo,0,location,1596254400000
2020-09-01T04:00Z,Aleppo,0,location,1598932800000
2020-10-01T04:00Z,Aleppo,0,location,1601524800000
2020-11-01T04:00Z,Aleppo,0,location,1604203200000
2020-12-01T05:00Z,Aleppo,0,location,1606798800000
2021-01-01T05:00Z,Aleppo,0,location,1609477200000
2021-02-01T05:00Z,Aleppo,0,location,1612155600000
2021-03-01T05:00Z,Aleppo,0,location,1614574800000
2021-04-01T04:00Z,Aleppo,0,location,1617249600000
2021-05-01T04:00Z,Aleppo,0,location,1619841600000
2015-01-01T05:00Z,Amazon rainforest,0,location,1420088400000
2015-02-01T05:00Z,Amazon rainforest,0,location,1422766800000
2015-03-01T05:00Z,Amazon rainforest,0,location,1425186000000
2015-04-01T04:00Z,Amazon rainforest,0,location,1427860800000
2015-05-01T04:00Z,Amazon rainforest,1.48,location,1430452800000
2015-06-01T04:00Z,Amazon rainforest,0,location,1433131200000
2015-07-01T04:00Z,Amazon rainforest,0,location,1435723200000
2015-08-01T04:00Z,Amazon rainforest,0,location,1438401600000
2015-09-01T04:00Z,Amazon rainforest,0,location,1441080000000
2015-10-01T04:00Z,Amazon rainforest,0,location,1443672000000
2015-11-01T04:00Z,Amazon rainforest,0,location,1446350400000
2015-12-01T05:00Z,Amazon rainforest,0,location,1448946000000
2016-01-01T05:00Z,Amazon rainforest,0,location,1451624400000
2016-02-01T05:00Z,Amazon rainforest,0,location,1454302800000
2016-03-01T05:00Z,Amazon rainforest,0,location,1456808400000
2016-04-01T04:00Z,Amazon rainforest,0,location,1459483200000
2016-05-01T04:00Z,Amazon rainforest,2.84,location,1462075200000
2016-06-01T04:00Z,Amazon rainforest,0,location,1464753600000
2016-07-01T04:00Z,Amazon rainforest,1.53,location,1467345600000
2016-08-01T04:00Z,Amazon rainforest,0,location,1470024000000
2016-09-01T04:00Z,Amazon rainforest,0,location,1472702400000
2016-10-01T04:00Z,Amazon rainforest,0,location,1475294400000
2016-11-01T04:00Z,Amazon rainforest,0,location,1477972800000
2016-12-01T05:00Z,Amazon rainforest,0,location,1480568400000
2017-01-01T05:00Z,Amazon rainforest,0,location,1483246800000
2017-02-01T05:00Z,Amazon rainforest,1.42,location,1485925200000
2017-03-01T05:00Z,Amazon rainforest,0,location,1488344400000
2017-04-01T04:00Z,Amazon rainforest,0,location,1491019200000
2017-05-01T04:00Z,Amazon rainforest,1.36,location,1493611200000
2017-06-01T04:00Z,Amazon rainforest,0,location,1496289600000
2017-07-01T04:00Z,Amazon rainforest,0,location,1498881600000
2017-08-01T04:00Z,Amazon rainforest,0,location,1501560000000
2017-09-01T04:00Z,Amazon rainforest,0,location,1504238400000
2017-10-01T04:00Z,Amazon rainforest,0,location,1506830400000
2017-11-01T04:00Z,Amazon rainforest,0,location,1509508800000
2017-12-01T05:00Z,Amazon rainforest,2.68,location,1512104400000
2018-01-01T05:00Z,Amazon rainforest,0,location,1514782800000
2018-02-01T05:00Z,Amazon rainforest,2.72,location,1517461200000
2018-03-01T05:00Z,Amazon rainforest,1.24,location,1519880400000
2018-04-01T04:00Z,Amazon rainforest,0,location,1522555200000
2018-05-01T04:00Z,Amazon rainforest,0,location,1525147200000
2018-06-01T04:00Z,Amazon rainforest,1.28,location,1527825600000
2018-07-01T04:00Z,Amazon rainforest,0,location,1530417600000
2018-08-01T04:00Z,Amazon rainforest,0,location,1533096000000
2018-09-01T04:00Z,Amazon rainforest,0,location,1535774400000
2018-10-01T04:00Z,Amazon rainforest,0,location,1538366400000
2018-11-01T04:00Z,Amazon rainforest,1.25,location,1541044800000
2018-12-01T05:00Z,Amazon rainforest,0,location,1543640400000
2019-01-01T05:00Z,Amazon rainforest,0,location,1546318800000
2019-02-01T05:00Z,Amazon rainforest,0,location,1548997200000
2019-03-01T05:00Z,Amazon rainforest,0,location,1551416400000
2019-04-01T04:00Z,Amazon rainforest,0,location,1554091200000
2019-05-01T04:00Z,Amazon rainforest,0,location,1556683200000
2019-06-01T04:00Z,Amazon rainforest,0,location,1559361600000
2019-07-01T04:00Z,Amazon rainforest,0,location,1561953600000
2019-08-01T04:00Z,Amazon rainforest,100,location,1564632000000
2019-09-01T04:00Z,Amazon rainforest,4.75,location,1567310400000
2019-10-01T04:00Z,Amazon rainforest,0,location,1569902400000
2019-11-01T04:00Z,Amazon rainforest,2.32,location,1572580800000
2019-12-01T05:00Z,Amazon rainforest,0,location,1575176400000
2020-01-01T05:00Z,Amazon rainforest,4.38,location,1577854800000
2020-02-01T05:00Z,Amazon rainforest,1.12,location,1580533200000
2020-03-01T05:00Z,Amazon rainforest,0.98,location,1583038800000
2020-04-01T04:00Z,Amazon rainforest,0,location,1585713600000
2020-05-01T04:00Z,Amazon rainforest,0,location,1588305600000
2020-06-01T04:00Z,Amazon rainforest,2.05,location,1590984000000
2020-07-01T04:00Z,Amazon rainforest,0,location,1593576000000
2020-08-01T04:00Z,Amazon rainforest,1.05,location,1596254400000
2020-09-01T04:00Z,Amazon rainforest,1.02,location,1598932800000
2020-10-01T04:00Z,Amazon rainforest,1.06,location,1601524800000
2020-11-01T04:00Z,Amazon rainforest,1.09,location,1604203200000
2020-12-01T05:00Z,Amazon rainforest,0,location,1606798800000
2021-01-01T05:00Z,Amazon rainforest,1.07,location,1609477200000
2021-02-01T05:00Z,Amazon rainforest,1.18,location,1612155600000
2021-03-01T05:00Z,Amazon rainforest,3.1,location,1614574800000
2021-04-01T04:00Z,Amazon rainforest,0,location,1617249600000
2021-05-01T04:00Z,Amazon rainforest,0,location,1619841600000
2015-01-01T05:00Z,Anger management,17.14,mental health,1420088400000
2015-02-01T05:00Z,Anger management,9.21,mental health,1422766800000
2015-03-01T05:00Z,Anger management,33.46,mental health,1425186000000
2015-04-01T04:00Z,Anger management,17.32,mental health,1427860800000
2015-05-01T04:00Z,Anger management,25.13,mental health,1430452800000
2015-06-01T04:00Z,Anger management,8.56,mental health,1433131200000
2015-07-01T04:00Z,Anger management,25.11,mental health,1435723200000
2015-08-01T04:00Z,Anger management,24.89,mental health,1438401600000
2015-09-01T04:00Z,Anger management,16.17,mental health,1441080000000
2015-10-01T04:00Z,Anger management,15.36,mental health,1443672000000
2015-11-01T04:00Z,Anger management,23.72,mental health,1446350400000
2015-12-01T05:00Z,Anger management,15.85,mental health,1448946000000
2016-01-01T05:00Z,Anger management,0,mental health,1451624400000
2016-02-01T05:00Z,Anger management,25.18,mental health,1454302800000
2016-03-01T05:00Z,Anger management,15.93,mental health,1456808400000
2016-04-01T04:00Z,Anger management,0,mental health,1459483200000
2016-05-01T04:00Z,Anger management,16.07,mental health,1462075200000
2016-06-01T04:00Z,Anger management,41.93,mental health,1464753600000
2016-07-01T04:00Z,Anger management,8.64,mental health,1467345600000
2016-08-01T04:00Z,Anger management,8.76,mental health,1470024000000
2016-09-01T04:00Z,Anger management,8.52,mental health,1472702400000
2016-10-01T04:00Z,Anger management,8.15,mental health,1475294400000
2016-11-01T04:00Z,Anger management,8.21,mental health,1477972800000
2016-12-01T05:00Z,Anger management,7.93,mental health,1480568400000
2017-01-01T05:00Z,Anger management,15.03,mental health,1483246800000
2017-02-01T05:00Z,Anger management,24.08,mental health,1485925200000
2017-03-01T05:00Z,Anger management,21.62,mental health,1488344400000
2017-04-01T04:00Z,Anger management,7.69,mental health,1491019200000
2017-05-01T04:00Z,Anger management,0,mental health,1493611200000
2017-06-01T04:00Z,Anger management,8.13,mental health,1496289600000
2017-07-01T04:00Z,Anger management,0,mental health,1498881600000
2017-08-01T04:00Z,Anger management,15.29,mental health,1501560000000
2017-09-01T04:00Z,Anger management,15.59,mental health,1504238400000
2017-10-01T04:00Z,Anger management,14.87,mental health,1506830400000
2017-11-01T04:00Z,Anger management,29.87,mental health,1509508800000
2017-12-01T05:00Z,Anger management,15.15,mental health,1512104400000
2018-01-01T05:00Z,Anger management,6.98,mental health,1514782800000
2018-02-01T05:00Z,Anger management,23.04,mental health,1517461200000
2018-03-01T05:00Z,Anger management,34.92,mental health,1519880400000
2018-04-01T04:00Z,Anger management,28.79,mental health,1522555200000
2018-05-01T04:00Z,Anger management,21.4,mental health,1525147200000
2018-06-01T04:00Z,Anger management,7.24,mental health,1527825600000
2018-07-01T04:00Z,Anger management,35.71,mental health,1530417600000
2018-08-01T04:00Z,Anger management,7.02,mental health,1533096000000
2018-09-01T04:00Z,Anger management,28.56,mental health,1535774400000
2018-10-01T04:00Z,Anger management,34.53,mental health,1538366400000
2018-11-01T04:00Z,Anger management,14.16,mental health,1541044800000
2018-12-01T05:00Z,Anger management,0,mental health,1543640400000
2019-01-01T05:00Z,Anger management,6.87,mental health,1546318800000
2019-02-01T05:00Z,Anger management,7.43,mental health,1548997200000
2019-03-01T05:00Z,Anger management,0,mental health,1551416400000
2019-04-01T04:00Z,Anger management,14.23,mental health,1554091200000
